Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Apr_2024;CP_Apr_2025;%CP;Sus_Apr_2024;Sus_Apr_2025;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Apr_2025;Conc100_Apr_2025;TPSent_12_meses;TPCPL_Apr_2025;TC_Apr_2025;IAD_12_meses
TJSP;59801;PRESIDENTE PRUDENTE;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 27 C.J. - PRESIDENTE PRUDENTE DE PRESIDENTE PRUDENTE;TR;472;393;-16,7%;431;353;-18,1%;0;84;117;8;0;0;26;1;8 anos e 5 meses;8 anos e 9 meses;24%;
TJSP;9347;AVARE;SP;01 CRIMINAL DE AVARE;G1, JE;6.829;5.391;-21,1%;292;648;121,9%;1.130;1.979;7.063;2.335;981;444;1.564;1.081;4 anos e 4 meses;8 anos e 9 meses;71%;175%
TJSP;59831;JALES;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 55 C.J. - JALES DE JALES;TR;374;81;-78,3%;168;0;-100%;0;302;42;4;0;0;69;0;6 anos e 2 meses;8 anos e 9 meses;19%;
TJSP;9521;CERQUEIRA CESAR;SP;01 CUMULATIVA DE CERQUEIRA CESAR;G1, JE;9.586;8.844;-7,7%;2.112;2.167;2,6%;1.510;1.412;4.697;3.188;1.060;153;4.452;58;1 ano e 6 meses;8 anos e 9 meses;82%;94%
TJSP;10400;SAO PAULO;SP;02 JURI DE SANTANA;G1, JE;1.388;1.326;-4,5%;270;233;-13,7%;156;198;1.909;2.282;178;83;808;14;3 anos e 7 meses;8 anos e 9 meses;85%;127%
TJSP;9394;BAURU;SP;02 EXECUCOES CRIMINAIS DE BAURU;G1, JE;14.564;10.757;-26,1%;295;377;27,8%;1.291;2.267;4.910;3.656;1.687;0;4.901;2.225;5 anos e 11 meses;8 anos e 9 meses;82%;176%
TJSP;71999;SAO PAULO;SP;24ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;10;10;0%;3;3;0%;0;0;0;0;0;0;5;1;;8 anos e 9 meses;100%;
TJSP;71009;SAO PAULO;SP;02 TURMA DO JUIZADO FAZENDA PUBLICA DO COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;239;69;-71,1%;108;17;-84,3%;4;208;137;6;14;0;38;9;1 ano e 9 meses;8 anos e 9 meses;19%;5.200%
TJSP;72001;SAO PAULO;SP;26ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;47;45;-4,3%;9;7;-22,2%;0;2;0;0;0;0;29;7;;8 anos e 8 meses;95%;
TJSP;10086;PIRASSUNUNGA;SP;SEF DE PIRASSUNUNGA;G1;33.522;18.363;-45,2%;657;637;-3%;54;15.210;2.361;4.640;1.751;9.300;9.722;226;11 anos e 1 Mes;8 anos e 8 meses;54%;28.167%
TJSP;59783;JALES;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 55 C.J. - JALES DE JALES;TR;472;134;-71,6%;149;0;-100%;0;349;19;2;1;0;121;0;2 anos e 3 meses;8 anos e 8 meses;26%;
TJSP;59776;TUPÃ;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 30 C.J. - TUPA DE TUPA;TR;470;280;-40,4%;333;250;-24,9%;1;192;212;11;8;0;18;0;3 anos e 6 meses;8 anos e 8 meses;10%;19.200%
TJSP;71997;SAO PAULO;SP;22ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;4;4;0%;1;1;0%;0;0;0;0;0;0;2;1;;8 anos e 8 meses;100%;
TJSP;71998;SAO PAULO;SP;23ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;10;10;0%;4;4;0%;0;0;0;0;0;0;5;0;;8 anos e 8 meses;100%;
TJSP;72002;SAO PAULO;SP;27ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;55;52;-5,5%;8;8;0%;0;2;0;0;0;0;42;2;;8 anos e 8 meses;96%;
TJSP;59860;JUNDIAI;SP;03 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 5 C.J. - JUNDIAI DE JUNDIAI;TR;204;32;-84,3%;69;2;-97,1%;16;202;208;6;10;0;16;0;4 anos e 3 meses;8 anos e 8 meses;8%;1.262%
TJSP;71995;SAO PAULO;SP;20ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;148;147;-0,7%;14;13;-7,1%;0;1;0;1;0;0;115;14;;8 anos e 8 meses;99%;
TJSP;72778;SAO PAULO;SP;28ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;172;170;-1,2%;12;12;0%;0;2;0;4;0;0;143;12;;8 anos e 7 meses;99%;
TJSP;10351;SAO JOSE DO RIO PRETO;SP;01 FAZENDA PUBLICA DE SAO JOSE DO RIO PRETO;G1, JE;27.043;27.024;-0,1%;785;885;12,7%;1.185;1.182;1.489;3.033;673;175;23.809;428;2 anos e 2 meses;8 anos e 7 meses;96%;100%
TJSP;70959;SAO PAULO;SP;ÓRGÃO ESPECIAL;G2;4.226;3.728;-11,8%;394;164;-58,4%;1.407;1.991;1.926;3.995;1.483;361;2.301;307;11 meses;8 anos e 7 meses;64%;142%
TJSP;72779;SAO PAULO;SP;29ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;6;5;-16,7%;2;2;0%;0;1;0;1;0;0;3;0;;8 anos e 7 meses;75%;
TJSP;9304;ARACATUBA;SP;FAZENDA PUBLICA DE ARACATUBA;G1, JE;129.151;62.918;-51,3%;15.595;10.893;-30,2%;9.919;75.930;9.535;9.815;8.109;59.120;30.492;1.981;9 anos e 2 meses;8 anos e 7 meses;41%;766%
TJSP;11746;SERTAOZINHO;SP;SEF DE SERTAOZINHO;G1;55.154;45.922;-16,7%;26.284;23.213;-11,7%;3.963;13.172;2.917;7.063;6.371;5.563;18.392;1.064;8 anos e 6 meses;8 anos e 7 meses;63%;332%
TJSP;9350;PARANAPANEMA;SP;VARA UNICA DE PARANAPANEMA;G1, JE;13.508;13.503;0%;764;770;0,8%;1.317;867;2.790;5.105;954;184;10.186;21;2 anos e 3 meses;8 anos e 7 meses;94%;66%
TJSP;10031;PEDREIRA;SP;01 CUMULATIVA DE PEDREIRA;G1, JE;10.111;10.084;-0,3%;1.278;1.944;52,1%;1.761;1.499;3.298;2.295;1.127;463;2.045;69;3 anos e 7 meses;8 anos e 6 meses;84%;85%
TJSP;72000;SAO PAULO;SP;25ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;57;53;-7%;12;13;8,3%;1;6;1;5;1;0;32;6;0 anos;8 anos e 6 meses;87%;600%
TJSP;71066;SAO PAULO;SP;6º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;45;53;17,8%;1;0;-100%;26;21;21;107;3;14;20;3;9 meses;8 anos e 6 meses;72%;81%
TJSP;10851;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNIP DE JABAQUARA;G1, JE;57;45;-21,1%;0;0;;0;0;0;0;0;0;36;0;;8 anos e 6 meses;100%;
TJSP;71996;SAO PAULO;SP;21ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;2;2;0%;0;0;0;0;0;0;2;1;;8 anos e 6 meses;100%;
TJSP;12721;EMBU DAS ARTES;SP;SAF DE EMBU DAS ARTES;G1;130.644;114.967;-12%;13.782;11.337;-17,7%;4.815;21.770;1.005;3.698;4.353;21.374;74.436;2.795;13 anos e 1 Mes;8 anos e 6 meses;83%;452%
TJSP;11860;MOCOCA;SP;SEF DE MOCOCA;G1;19.379;17.159;-11,5%;9.134;7.974;-12,7%;16;2.310;4.865;4.800;1.412;1.579;3.090;57;8 anos e 10 meses;8 anos e 5 meses;80%;14.438%
TJSP;10032;PEDREIRA;SP;02 CUMULATIVA DE PEDREIRA;G1, JE;8.411;8.414;0%;789;820;3,9%;1.133;893;2.262;2.690;591;252;1.718;112;2 anos e 2 meses;8 anos e 5 meses;89%;79%
TJSP;10266;SANTOS;SP;01 FAZENDA PUBLICA DE SANTOS;G1, JE;183.114;85.575;-53,3%;19.143;16.120;-15,8%;1.643;99.486;12.840;20.991;5.885;93.451;56.615;87;12 anos e 6 meses;8 anos e 5 meses;41%;6.055%
TJSP;10629;SAO PEDRO;SP;01 CUMULATIVA DE SAO PEDRO;G1, JE;15.735;15.902;1,1%;2.795;3.101;10,9%;1.680;1.313;3.251;4.674;995;310;6.796;66;2 anos e 2 meses;8 anos e 4 meses;91%;78%
TJSP;9536;COTIA;SP;SAF DE COTIA;G1;123.519;111.199;-10%;13.136;9.928;-24,4%;6.475;25.832;12.211;1.681;4.073;23.395;77.757;3.247;11 anos e 10 meses;8 anos e 4 meses;80%;399%
TJSP;72010;SAO PAULO;SP;9CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;3;3;0%;0;0;;1;1;0;0;1;0;3;0;0 anos;8 anos e 4 meses;75%;100%
TJSP;72008;SAO PAULO;SP;7CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;7;5;-28,6%;0;0;;0;2;0;1;1;0;3;2;;8 anos e 4 meses;71%;
TJSP;59771;VOTUPORANGA;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 17 C.J. - VOTUPORANGA DE VOTUPORANGA;TR;398;29;-92,7%;95;9;-90,5%;0;370;33;257;0;0;9;1;;8 anos e 4 meses;3%;
TJSP;59833;JUNDIAI;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 5 C.J. - JUNDIAI DE JUNDIAI;TR;198;21;-89,4%;62;4;-93,5%;12;197;223;8;18;0;12;0;2 anos e 11 meses;8 anos e 3 meses;7%;1.642%
TJSP;17561;ITAPEVI;SP;SEF DE ITAPEVI;G1;126.341;68.185;-46%;9.576;9.341;-2,5%;174;64.974;15.522;41.927;17.006;13.408;27.913;1.677;12 anos e 10 meses;8 anos e 3 meses;48%;37.341%
TJSP;10709;TABOAO DA SERRA;SP;SAF DE TABOAO DA SERRA;G1;128.446;77.093;-40%;12.478;20.859;67,2%;2.322;53.825;840;57.412;6.533;24.704;43.105;1.777;7 anos e 4 meses;8 anos e 3 meses;51%;2.318%
TJSP;59807;SANTO ANDRE;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 3 C.J. - SANTO ANDRE DE SANTO ANDRE;TR;266;250;-6%;69;221;220,3%;0;16;59;190;0;0;12;1;;8 anos e 2 meses;52%;
TJSP;72009;SAO PAULO;SP;8CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;3;3;0%;0;0;;0;0;0;3;1;0;1;2;;8 anos e 1 Mes;100%;
TJSP;59812;CAMPINAS;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 8 C.J. - CAMPINAS DE CAMPINAS;TR;130;98;-24,6%;101;4;-96%;1;33;34;13;0;0;1;1;10 anos e 7 meses;8 anos e 1 Mes;6%;3.300%
TJSP;10447;SAO PAULO;SP;02 CRIMINAL DE SAO MIGUEL PAULISTA;G1, JE;80;72;-10%;1;1;0%;0;0;3;1;5;0;67;2;;8 anos e 1 Mes;100%;
TJSP;10554;SAO PAULO;SP;03 FAZENDA PUBLICA DE CENTRAL;G1, JE;10.193;10.460;2,6%;3.805;3.844;1%;4.464;3.812;1.163;19.144;2.610;311;1.671;33;1 ano;8 anos;63%;85%
TJSP;59753;PRESIDENTE PRUDENTE;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 27 C.J. - PRESIDENTE PRUDENTE DE PRESIDENTE PRUDENTE;TR;520;401;-22,9%;423;365;-13,7%;0;121;162;9;0;0;20;0;6 anos e 9 meses;8 anos;14%;
TJSP;10635;SAO ROQUE;SP;SEF DE SAO ROQUE;G1;44.201;44.200;0%;2.233;1.819;-18,5%;2.764;2.779;755;1.193;1.930;728;39.161;1;12 anos e 6 meses;8 anos;94%;101%
TJSP;59859;JALES;SP;03 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 55 C.J. - JALES DE JALES;TR;409;90;-78%;98;5;-94,9%;0;324;124;4;1;0;75;3;5 anos e 5 meses;8 anos;19%;
TJSP;10557;SAO PAULO;SP;06 FAZENDA PUBLICA DE CENTRAL;G1, JE;21.717;18.038;-16,9%;3.423;2.858;-16,5%;3.694;6.416;37.822;20.104;6.390;428;2.267;44;5 anos e 6 meses;8 anos;70%;174%
TJSP;10001;OURINHOS;SP;SAF DE OURINHOS;G1;40.047;32.547;-18,7%;7.417;6.447;-13,1%;1.431;9.238;5.640;5.368;2.828;6.099;9.798;2.722;9 anos e 8 meses;8 anos;74%;646%
TJSP;17569;SALTO;SP;SEF DE SALTO;G1;36.262;30.581;-15,7%;19.038;19.825;4,1%;466;6.188;6.943;10.721;3.244;3.284;3.563;104;6 anos e 5 meses;8 anos;63%;1.328%
TJSP;75577;SAO PAULO;SP;13ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;20;15;-25%;13;8;-38,5%;0;5;5;1;0;0;3;2;;8 anos;50%;
TJSP;75477;SAO PAULO;SP;12ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;30;26;-13,3%;14;11;-21,4%;0;4;2;9;0;0;12;0;;8 anos;79%;
TJSP;10651;SAO VICENTE;SP;EXECUCOES CRIMINAIS DE SAO VICENTE;G1;10.667;8.981;-15,8%;35;40;14,3%;603;1.326;993;3.179;557;2;4.185;2.795;4 anos e 9 meses;8 anos;87%;220%
TJSP;59846;SANTO ANDRE;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 3 C.J. - SANTO ANDRE DE SANTO ANDRE;TR;430;417;-3%;98;385;292,9%;0;13;68;308;0;0;25;2;7 anos e 11 meses;7 anos e 11 meses;71%;
TJSP;59756;PIRACICABA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 34 C.J. - PIRACICABA DE PIRACICABA;TR;709;385;-45,7%;388;272;-29,9%;3;346;202;247;2;0;7;3;8 anos e 2 meses;7 anos e 11 meses;3%;11.533%
TJSP;59827;GUARATINGUETA;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 48 C.J. - GUARATINGUETA DE GUARATINGUETA;TR;126;11;-91,3%;98;1;-99%;0;128;138;22;8;0;2;0;1 ano e 10 meses;7 anos e 11 meses;2%;
TJSP;10355;SAO JOSE DO RIO PRETO;SP;02 FAZENDA PUBLICA DE SAO JOSE DO RIO PRETO;G1, JE;22.267;22.535;1,2%;879;949;8%;1.169;1.009;1.690;2.868;621;149;19.659;42;1 ano e 4 meses;7 anos e 11 meses;96%;86%
TJSP;10267;SANTOS;SP;02 FAZENDA PUBLICA DE SANTOS;G1;137.180;117.228;-14,5%;71.075;65.522;-7,8%;1.647;22.373;15.059;16.730;6.710;4.511;28.340;56;6 anos e 5 meses;7 anos e 10 meses;70%;1.358%
TJSP;10950;TUPÃ;SP;EXECUCOES CRIMINAIS DE TUPA;G1;12.790;8.193;-35,9%;222;330;48,6%;1.177;1.197;4.628;4.453;1.112;24;2.833;1.782;5 anos e 7 meses;7 anos e 10 meses;87%;102%
TJSP;59806;FRANCA;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 38 C.J. - FRANCA DE FRANCA;TR;35;23;-34,3%;13;3;-76,9%;0;19;13;27;4;0;1;0;1 ano e 2 meses;7 anos e 10 meses;5%;
TJSP;59853;SAO PAULO;SP;03 TURMA CIVEL DO II COLEGIO RECURSAL DA CAPITAL DE SANTANA;TR;166;135;-18,7%;132;5;-96,2%;0;31;46;1;0;0;2;1;;7 anos e 10 meses;9%;
TJSP;76573;SAO PAULO;SP;32 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;6;6;0%;1;1;0%;0;0;0;0;0;0;5;0;;7 anos e 9 meses;100%;
TJSP;76574;SAO PAULO;SP;33 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;0;0;;0;0;0;0;0;0;5;0;;7 anos e 9 meses;100%;
TJSP;76575;SAO PAULO;SP;34 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;4;-20%;1;1;0%;0;1;0;0;0;0;3;0;;7 anos e 9 meses;75%;
TJSP;76577;SAO PAULO;SP;36 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;1;1;0%;0;0;0;0;0;0;4;0;;7 anos e 9 meses;100%;
TJSP;76578;SAO PAULO;SP;37 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;63;63;0%;5;5;0%;0;0;0;0;0;0;52;5;;7 anos e 9 meses;100%;
TJSP;76579;SAO PAULO;SP;38 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;68;66;-2,9%;3;3;0%;0;2;0;0;0;0;59;4;;7 anos e 9 meses;97%;
TJSP;76576;SAO PAULO;SP;35 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;13;12;-7,7%;1;1;0%;0;1;0;0;0;0;10;1;;7 anos e 9 meses;92%;
TJSP;9847;LIMEIRA;SP;FAZENDA PUBLICA DE LIMEIRA;G1;87.124;79.118;-9,2%;5.969;5.624;-5,8%;4.049;11.952;44.663;24.063;8.242;2.694;38.031;567;6 anos e 2 meses;7 anos e 9 meses;86%;295%
TJSP;59754;MARILIA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 31 C.J. - MARILIA DE MARILIA;TR;249;10;-96%;82;2;-97,6%;1;221;286;19;1;1;7;0;4 anos;7 anos e 9 meses;3%;22.100%
TJSP;59824;TUPÃ;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 30 C.J. - TUPA DE TUPA;TR;238;101;-57,6%;133;83;-37,6%;0;147;170;20;1;0;11;1;3 anos;7 anos e 9 meses;8%;
TJSP;76572;SAO PAULO;SP;31 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;113;111;-1,8%;7;6;-14,3%;0;2;0;2;1;0;89;12;7 anos e 11 meses;7 anos e 9 meses;98%;
TJSP;76571;SAO PAULO;SP;30 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;93;92;-1,1%;4;4;0%;0;0;0;2;0;0;70;17;;7 anos e 8 meses;100%;
TJSP;10226;SANTA RITA DO PASSA QUATRO;SP;01 CUMULATIVA DE SANTA RITA DO PASSA QUATRO;G1, JE;8.531;6.889;-19,2%;2.998;2.171;-27,6%;1.006;2.602;5.683;2.234;1.168;1.008;884;37;8 anos e 9 meses;7 anos e 8 meses;63%;259%
TJSP;59876;SANTOS;SP;06 TURMA CIVEL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;441;88;-80%;34;29;-14,7%;2;363;45;4;0;0;37;7;;7 anos e 8 meses;14%;18.150%
TJSP;10848;SAO PAULO;SP;VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO POUPATEMPO ITAQUERA DE ITAQUERA;G1, JE;5.816;5.776;-0,7%;83;103;24,1%;2.689;143;0;1;0;0;4.666;8;;7 anos e 8 meses;98%;5%
TJSP;9614;CAIEIRAS;SP;SEF DE CAIEIRAS;G1;25.785;23.714;-8%;5.435;5.188;-4,5%;56;2.153;3.062;3.956;1.300;970;9.936;1.645;4 anos e 10 meses;7 anos e 7 meses;90%;3.845%
TJSP;59233;ITAPIRA;SP;SAF DE ITAPIRA;G1;7.598;6.307;-17%;3.217;2.764;-14,1%;77;1.403;6.397;3.711;1.020;819;1.057;100;9 anos e 4 meses;7 anos e 7 meses;72%;1.822%
TJSP;59774;REGISTRO;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 21 C.J. - REGISTRO DE REGISTRO;TR;179;6;-96,6%;84;1;-98,8%;6;180;32;34;6;0;3;1;1 ano e 10 meses;7 anos e 7 meses;2%;3.000%
TJSP;9884;MATAO;SP;01 CIVEL DE MATAO;G1, JE;9.288;8.863;-4,6%;2.725;2.738;0,5%;2.296;2.842;9.388;6.143;1.574;310;2.044;19;1 ano e 6 meses;7 anos e 7 meses;68%;124%
TJSP;59759;SANTO ANDRE;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 3 C.J. - SANTO ANDRE DE SANTO ANDRE;TR;358;342;-4,5%;91;322;253,8%;0;17;74;261;0;0;15;1;8 anos;7 anos e 7 meses;54%;
TJSP;75479;SAO PAULO;SP;12CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;13;12;-7,7%;0;0;;0;1;0;0;2;0;9;3;;7 anos e 7 meses;92%;
TJSP;9277;AMPARO;SP;SEF DE AMPARO;G1;25.839;24.795;-4%;3.072;2.536;-17,4%;13;1.920;434;2.320;1.501;699;15.173;343;8 anos e 4 meses;7 anos e 7 meses;92%;14.769%
TJSP;10773;VARZEA PAULISTA;SP;01 CUMULATIVA DE VARZEA PAULISTA;G1, JE;13.648;13.048;-4,4%;2.488;2.579;3,7%;3.131;2.794;3.090;12.306;1.691;620;4.147;251;2 anos e 3 meses;7 anos e 6 meses;79%;89%
TJSP;9270;AMERICANA;SP;SAF DE AMERICANA;G1;65.382;54.221;-17,1%;12.553;9.055;-27,9%;1.231;12.380;3.804;6.655;7.425;8.527;30.655;179;10 anos e 2 meses;7 anos e 5 meses;78%;1.006%
TJSP;9711;ITAI;SP;VARA UNICA DE ITAI;G1, JE;33.407;33.448;0,1%;24.551;24.675;0,5%;1.848;1.769;4.237;5.880;1.512;294;5.515;78;2 anos e 3 meses;7 anos e 5 meses;83%;96%
TJSP;10212;SANTA BARBARA D OESTE;SP;SEF DE SANTA BARBARA D OESTE;G1;41.751;35.019;-16,1%;8.571;7.606;-11,3%;810;7.635;4.789;4.692;4.160;3.230;14.291;34;8 anos e 5 meses;7 anos e 5 meses;78%;943%
TJSP;59850;OSASCO;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 4 C.J. - OSASCO DE OSASCO;TR;21;7;-66,7%;9;0;-100%;0;15;20;6;1;0;5;0;4 anos;7 anos e 5 meses;25%;
TJSP;75478;SAO PAULO;SP;11CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;9;9;0%;0;0;;0;0;0;0;1;0;4;5;;7 anos e 5 meses;100%;
TJSP;59840;ARARAQUARA;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 13 C.J. - ARARAQUARA DE ARARAQUARA;TR;98;63;-35,7%;7;0;-100%;0;41;91;2;2;0;7;0;1 ano e 8 meses;7 anos e 5 meses;15%;
TJSP;9885;MATAO;SP;02 CIVEL DE MATAO;G1, JE;7.251;7.376;1,7%;2.450;2.824;15,3%;2.636;2.444;13.334;6.209;1.529;364;1.451;12;1 ano;7 anos e 5 meses;65%;93%
TJSP;10768;VALINHOS;SP;SEF DE VALINHOS;G1, JE;24.420;17.576;-28%;7.282;5.587;-23,3%;1.153;7.846;5.431;5.263;2.035;1.802;5.150;83;11 anos e 3 meses;7 anos e 5 meses;60%;680%
TJSP;59746;ARARAQUARA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 13 C.J. - ARARAQUARA DE ARARAQUARA;TR;122;59;-51,6%;35;0;-100%;0;64;126;1;3;0;6;0;2 anos;7 anos e 4 meses;9%;
TJSP;59781;AMERICANA;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 53 C.J. - AMERICANA DE AMERICANA;TR;300;96;-68%;128;32;-75%;5;222;222;36;0;0;3;0;2 anos e 9 meses;7 anos e 4 meses;12%;4.440%
TJSP;9642;GUARATINGUETA;SP;SEF DE GUARATINGUETA;G1;14.616;14.114;-3,4%;4.098;3.872;-5,5%;426;937;11.186;797;1.055;1.216;6.962;23;7 anos e 11 meses;7 anos e 4 meses;92%;220%
TJSP;85451;JAU;SP;CEJUSC - PRÉ-PROCESSUAL;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;7 anos e 4 meses;100%;
TJSP;10905;SALESOPOLIS;SP;VARA UNICA DE SALESOPOLIS;G1, JE;6.894;7.055;2,3%;1.211;1.165;-3,8%;684;574;3.024;2.404;572;133;4.391;12;2 anos e 1 Mes;7 anos e 3 meses;91%;84%
TJSP;10650;SAO VICENTE;SP;FAZENDA PUBLICA DE SAO VICENTE;G1, JE;350.101;358.014;2,3%;15.759;11.508;-27%;18.725;11.213;10.639;10.225;15.620;6.142;305.402;124;4 anos e 8 meses;7 anos e 3 meses;97%;60%
TJSP;9886;MATAO;SP;03 CIVEL DE MATAO;G1, JE;7.803;7.612;-2,4%;2.235;2.081;-6,9%;2.402;2.156;5.192;9.833;1.530;350;1.790;98;1 ano e 10 meses;7 anos e 3 meses;72%;90%
TJSP;9433;BURITAMA;SP;01 CUMULATIVA DE BURITAMA;G1, JE;15.772;15.681;-0,6%;8.184;7.320;-10,6%;2.092;2.185;3.993;6.140;1.236;377;3.658;44;3 anos;7 anos e 3 meses;79%;104%
TJSP;75475;SAO PAULO;SP;10ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;18;13;-27,8%;8;4;-50%;1;4;1;5;0;0;1;6;;7 anos e 3 meses;67%;400%
TJSP;9490;CAPAO BONITO;SP;SEF DE CAPAO BONITO;G1;4.926;2.674;-45,7%;221;199;-10%;46;2.394;10.743;1.776;349;1.648;1.010;2;4 anos e 2 meses;7 anos e 3 meses;51%;5.204%
TJSP;9498;CARAGUATATUBA;SP;SAF DE CARAGUATATUBA;G1;57.231;45.395;-20,7%;20.310;17.078;-15,9%;3.533;15.084;7.430;12.510;2.138;15.810;12.837;186;9 anos e 4 meses;7 anos e 2 meses;65%;427%
TJSP;59785;JUNDIAI;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 5 C.J. - JUNDIAI DE JUNDIAI;TR;155;28;-81,9%;54;6;-88,9%;4;141;153;9;3;0;13;2;2 anos e 8 meses;7 anos e 2 meses;11%;3.525%
TJSP;59847;RIBEIRAO PRETO;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 41 C.J. - RIBEIRAO PRETO DE RIBEIRAO PRETO;TR;130;22;-83,1%;67;11;-83,6%;1;106;111;19;0;0;4;0;3 anos e 4 meses;7 anos e 2 meses;5%;10.600%
TJSP;59819;VOTUPORANGA;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 17 C.J. - VOTUPORANGA DE VOTUPORANGA;TR;388;29;-92,5%;85;1;-98,8%;1;365;59;245;1;0;10;0;5 anos e 8 meses;7 anos e 2 meses;3%;36.500%
TJSP;10148;IEPE;SP;VARA UNICA DE IEPE - INATIVA;G1, JE;4.390;3.399;-22,6%;1.027;632;-38,5%;1.297;2.327;2.143;5.647;1.407;691;1.648;14;4 anos e 6 meses;7 anos e 2 meses;54%;179%
TJSP;9776;JABOTICABAL;SP;SAF DE JABOTICABAL;G1;23.891;20.588;-13,8%;7.558;8.831;16,8%;267;3.445;7.383;6.594;2.182;1.161;4.863;6;5 anos e 2 meses;7 anos e 2 meses;77%;1.290%
TJSP;10561;SAO PAULO;SP;10 FAZENDA PUBLICA DE CENTRAL;G1, JE;28.711;26.941;-6,2%;2.802;3.113;11,1%;4.186;6.037;14.210;18.024;2.905;727;5.147;60;3 anos e 1 Mes;7 anos e 1 Mes;80%;144%
TJSP;10135;PRESIDENTE PRUDENTE;SP;02 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE;G1;15.273;9.508;-37,7%;267;264;-1,1%;1.981;5.146;7.667;9.929;1.475;32;3.761;580;6 anos e 3 meses;7 anos e 1 Mes;64%;260%
